timestmp;smpleCnt;grnCnt;led2;led3;grn2Cnt;irCnt;redCnt;hr3;rr5;spo2
11:28:08.031843;342;138077;121147;128461;184504;524159;524159;65.0;0.0;0.0
11:28:08.203665;343;138192;121107;128432;184712;524159;524159;65.0;0.0;0.0
11:28:08.210660;344;137663;120904;128292;184163;524159;524159;65.0;0.0;0.0
11:28:08.217664;345;136853;120743;128192;183233;524159;524159;65.0;0.0;0.0
11:28:08.224769;346;136278;120707;128170;182550;524159;524159;67.0;0.0;0.0
11:28:08.231767;347;136050;120727;128192;182226;524159;524159;67.0;0.0;0.0
11:28:08.402885;348;136093;120781;128244;182212;524159;524159;67.0;0.0;0.0
11:28:08.409834;349;136284;120838;128273;182359;524159;524159;67.0;0.0;0.0
11:28:08.416832;350;136355;120841;128275;182424;524159;524159;67.0;0.0;0.0
11:28:08.425057;351;136247;120806;128257;182292;524159;524159;69.0;0.0;0.0
11:28:08.431862;352;136124;120804;128250;182136;524159;524159;69.0;0.0;0.0
11:28:08.603236;353;136127;120820;128272;182103;524159;524159;69.0;0.0;0.0
11:28:08.610231;354;136253;120860;128301;182221;524159;524159;69.0;0.0;0.0
11:28:08.617631;355;136461;120911;128343;182455;524159;524159;69.0;0.0;0.0
11:28:08.625649;356;136699;120959;128372;182746;524159;524159;71.0;1069.3;0.0
11:28:08.632654;357;136954;121002;128393;183050;524159;524159;71.0;0.0;0.0
11:28:08.804658;358;137197;121039;128425;183348;524159;524159;71.0;0.0;0.0
11:28:08.811652;359;137420;121073;128454;183643;524159;524159;71.0;0.0;0.0
11:28:08.817648;360;137641;121113;128475;183938;524159;524159;71.0;0.0;0.0
11:28:08.825432;361;137894;121152;128501;184260;524159;524159;72.0;0.0;0.0
11:28:08.831843;362;138116;121156;128503;184538;524159;524159;72.0;0.0;0.0
11:28:09.004761;363;137883;121029;128403;184318;524159;524159;72.0;0.0;0.0
11:28:09.010753;364;137043;120808;128260;183353;524159;524159;72.0;0.0;0.0
11:28:09.017835;365;136201;120688;128184;182326;524159;524159;72.0;0.0;0.0
11:28:09.024833;366;135663;120657;128170;181632;524159;524159;72.0;0.0;0.0
11:28:09.031787;367;135407;120665;128194;181252;524159;524159;72.0;0.0;0.0
